name,gender,score,emails,country,group,bxl building id,bxl building name,bxl floor,bxl office number,bxl fax,bxl phone1,bxl phone2,stg building id,stg building name,stg floor,stg office number,stg fax,stg phone1,stg phone2
Alain KRIVINE,M,,,France,GUE/NGL,,,,,,,,,,,,,,
Arlette LAGUILLER,F,,,France,GUE/NGL,,,,,,,,,,,,,,
Patrick LE HYARIC,M,68,patrick.lehyaric@europarl.europa.eu,France,GUE/NGL,ASP,Altiero Spinelli,07,F158,+322 28 49656,+322 28 45656,+322 28 47656,LOW,Louise Weiss,T05,012,+333 88 1 79656,+333 88 1 75656,+333 88 1 77656
Giuseppe DI LELLO FINUOLI,M,,,Italy,GUE/NGL,,,,,,,,,,,,,,
Kartika Tamara LIOTARD,F,87,kartikatamara.liotard@europarl.europa.eu,Netherlands,GUE/NGL,ASP,Altiero Spinelli,07,F253,+322 28 49778,+322 28 45778,+322 28 47778,LOW,Louise Weiss,T05,029,+333 88 1 79778,+333 88 1 75778,+333 88 1 77778
Sabine LÖSING,F,65,sabine.loesing@europarl.europa.eu,Germany,GUE/NGL,ASP,Altiero Spinelli,06,F255,+322 28 49894,+322 28 45894,+322 28 47894,LOW,Louise Weiss,T05,008,+333 88 1 79894,+333 88 1 75894,+333 88 1 77894
Lucio MANISCO,M,,,Italy,GUE/NGL,,,,,,,,,,,,,,
Diamanto MANOLAKOU,F,,,Greece,GUE/NGL,,,,,,,,,,,,,,
Pedro MARSET CAMPOS,M,,,Spain,GUE/NGL,,,,,,,,,,,,,,
Jiří MAŠTÁLKA,M,78,jiri.mastalka@europarl.europa.eu,Czech Republic,GUE/NGL,ASP,Altiero Spinelli,06,F365,+322 28 49905,+322 28 45905,+322 28 47905,LOW,Louise Weiss,T12,046,+333 88 1 79905,+333 88 1 75905,+333 88 1 77905
Marisa MATIAS,F,67,marisa.matias@europarl.europa.eu,Portugal,GUE/NGL,ASP,Altiero Spinelli,07,F343,+322 28 49669,+322 28 45669,+322 28 47669,LOW,Louise Weiss,T05,007,+333 88 1 79669,+333 88 1 75669,+333 88 1 77669
Eleni MAVROU,F,,,Cyprus,GUE/NGL,,,,,,,,,,,,,,
Jean-Luc MÉLENCHON,M,50,jean-luc.melenchon@europarl.europa.eu,France,GUE/NGL,ASP,Altiero Spinelli,07,F155,+322 28 49659,+322 28 45659,+322 28 47659,LOW,Louise Weiss,T05,020,+333 88 1 79659,+333 88 1 75659,+333 88 1 77659
Willy MEYER,M,66,willy.meyer@europarl.europa.eu,Spain,GUE/NGL,ASP,Altiero Spinelli,06,F361,+322 28 49557,+322 28 45557,+322 28 47557,LOW,Louise Weiss,T05,147,+333 88 1 79557,+333 88 1 75557,+333 88 1 77557
Martina MICHELS,F,,martina.michels@europarl.europa.eu,Germany,GUE/NGL,,,,,,,,,,,,,,
Joaquim MIRANDA,M,,,Portugal,GUE/NGL,,,,,,,,,,,,,,
Hans MODROW,M,,,Germany,GUE/NGL,,,,,,,,,,,,,,
Abdelkader MOHAMED ALI,M,,,Spain,GUE/NGL,,,,,,,,,,,,,,
Gisèle M.H. MOREAU,F,,,France,GUE/NGL,,,,,,,,,,,,,,
Paul MURPHY,M,60,paul.murphy@europarl.europa.eu,Ireland,GUE/NGL,ASP,Altiero Spinelli,07,F258,+322 28 49836,+322 28 45836,+322 28 47836,LOW,Louise Weiss,T05,014,+333 88 1 79836,+333 88 1 75836,+333 88 1 77836
Sami NAÏR,M,,,France,GUE/NGL,,,,,,,,,,,,,,
Honório NOVO,M,,,Portugal,GUE/NGL,,,,,,,,,,,,,,
Outi OJALA,F,,,Finland,GUE/NGL,,,,,,,,,,,,,,
Jens Dyhr OKKING,M,,,Denmark,GUE/NGL,,,,,,,,,,,,,,
Younous OMARJEE,M,61,younous.omarjee@europarl.europa.eu,France,GUE/NGL,ASP,Altiero Spinelli,07,F163,+322 28 49643,+322 28 45643,+322 28 47643,LOW,Louise Weiss,T05,019,+333 88 1 79643,+333 88 1 75643,+333 88 1 77643
Aline PAILLER,F,,,France,GUE/NGL,,,,,,,,,,,,,,
Mihail PAPAYANNAKIS,M,,,Greece,GUE/NGL,,,,,,,,,,,,,,
Ioannis PATAKIS,M,,,Greece,GUE/NGL,,,,,,,,,,,,,,
Salvador JOVÉ PERES,M,,,Spain,GUE/NGL,,,,,,,,,,,,,,
René-Emile PIQUET,M,,,France,GUE/NGL,,,,,,,,,,,,,,
Alonso José PUERTA,M,,,Spain,GUE/NGL,,,,,,,,,,,,,,
Jean QUERBES,M,,,France,GUE/NGL,,,,,,,,,,,,,,
Miloslav RANSDORF,M,91,miloslav.ransdorf@europarl.europa.eu,Czech Republic,GUE/NGL,ASP,Altiero Spinelli,07,F143,+322 28 49907,+322 28 45907,+322 28 47907,LOW,Louise Weiss,T05,027,+333 88 1 79907,+333 88 1 75907,+333 88 1 77907
Vladimír REMEK,M,90,vladimir.remek@europarl.europa.eu,Czech Republic,GUE/NGL,ASP,Altiero Spinelli,07,F151,+322 28 49131,+322 28 45131,+322 28 47131,LOW,Louise Weiss,T05,145,+333 88 1 79131,+333 88 1 75131,+333 88 1 77131
Sérgio RIBEIRO,M,,,Portugal,GUE/NGL,,,,,,,,,,,,,,
María Jesús ARAMBURU DEL RÍO,F,,,Spain,GUE/NGL,,,,,,,,,,,,,,
Carlo RIPA DI MEANA,M,,,Italy,GUE/NGL,,,,,,,,,,,,,,
Alfreds RUBIKS,M,68,alfreds.rubiks@europarl.europa.eu,Latvia,GUE/NGL,ASP,Altiero Spinelli,06,F158,+322 28 49649,+322 28 45649,+322 28 47649,LOW,Louise Weiss,T05,002,+333 88 1 79649,+333 88 1 75649,+333 88 1 77649
Luis SA',M,,,Portugal,GUE/NGL,,,,,,,,,,,,,,
Michel-Ange SCARBONCHI,M,,,France,GUE/NGL,,,,,,,,,,,,,,
Herman SCHMID,M,,,Sweden,GUE/NGL,,,,,,,,,,,,,,
Helmut SCHOLZ,M,68,helmut.scholz@europarl.europa.eu,Germany,GUE/NGL,ASP,Altiero Spinelli,06,F243,+322 28 49893,+322 28 45893,+322 28 47893,LOW,Louise Weiss,T05,013,+333 88 1 79893,+333 88 1 75893,+333 88 1 77893
Ilka SCHRÖDER,F,,,Germany,GUE/NGL,,,,,,,,,,,,,,
Jozef ŠEVC,M,,,Slovakia,GUE/NGL,,,,,,,,,,,,,,
Angela del Carmen SIERRA GONZÁLEZ,F,,,Spain,GUE/NGL,,,,,,,,,,,,,,
Jonas SJÖSTEDT,M,,,Sweden,GUE/NGL,,,,,,,,,,,,,,
Alda SOUSA,F,60,alda.sousa@europarl.europa.eu,Portugal,GUE/NGL,ASP,Altiero Spinelli,07,F349,+322 28 49123,+322 28 45123,+322 28 47123,LOW,Louise Weiss,T05,149,+333 88 1 79123,+333 88 1 75123,+333 88 1 77123
Marjatta STENIUS-KAUKONEN,F,,,Finland,GUE/NGL,,,,,,,,,,,,,,
Jörn SVENSSON,M,,,Sweden,GUE/NGL,,,,,,,,,,,,,,
Fodé SYLLA,M,,,France,GUE/NGL,,,,,,,,,,,,,,
Søren Bo SØNDERGAARD,M,90,sorenbo.sondergaard@europarl.europa.eu,Denmark,GUE/NGL,ASP,Altiero Spinelli,07,F259,+322 28 49152,+322 28 45152,+322 28 47152,LOW,Louise Weiss,T05,021,+333 88 1 79152,+333 88 1 75152,+333 88 1 77152
Ioannis THEONAS,M,,,Greece,GUE/NGL,,,,,,,,,,,,,,
Georgios TOUSSAS,M,68,georgios.toussas@europarl.europa.eu,Greece,GUE/NGL,ASP,Altiero Spinelli,07,F353,+322 28 49278,+322 28 45278,+322 28 47278,LOW,Louise Weiss,T05,088,+333 88 1 79278,+333 88 1 75278,+333 88 1 77278
Kyriacos TRIANTAPHYLLIDES,M,78,kyriacos.triantaphyllides@europarl.europa.eu,Cyprus,GUE/NGL,ASP,Altiero Spinelli,06,F349,+322 28 49958,+322 28 45958,+322 28 47958,LOW,Louise Weiss,T05,025,+333 88 1 79958,+333 88 1 75958,+333 88 1 77958
Roseline VACHETTA,F,,,France,GUE/NGL,,,,,,,,,,,,,,
Paul VERGÈS,M,,,France,GUE/NGL,,,,,,,,,,,,,,
Marie-Christine VERGIAT,F,68,marie-christine.vergiat@europarl.europa.eu,France,GUE/NGL,ASP,Altiero Spinelli,07,F154,+322 28 49831,+322 28 45831,+322 28 47831,LOW,Louise Weiss,T05,017,+333 88 1 79831,+333 88 1 75831,+333 88 1 77831
Luigi VINCI,M,,,Italy,GUE/NGL,,,,,,,,,,,,,,
Nikola VULJANIĆ,M,,nikola.vuljanic@europarl.europa.eu,Croatia,GUE/NGL,,,,,,,,,,,,,,
Sabine WILS,F,68,sabine.wils@europarl.europa.eu,Germany,GUE/NGL,ASP,Altiero Spinelli,06,F247,+322 28 49644,+322 28 45644,+322 28 47644,LOW,Louise Weiss,T05,153,+333 88 1 79644,+333 88 1 75644,+333 88 1 77644
Gabriele ZIMMER,F,88,gabriele.zimmer@europarl.europa.eu,Germany,GUE/NGL,ASP,Altiero Spinelli,06,F155,+322 28 49101,+322 28 45101,+322 28 47101,LOW,Louise Weiss,T06,008,+333 88 1 79101,+333 88 1 75101,+333 88 1 77101
Inês Cristina ZUBER,F,50,ines.zuber@europarl.europa.eu,Portugal,GUE/NGL,ASP,Altiero Spinelli,06,F269,+322 28 49465,+322 28 45465,+322 28 47465,LOW,Louise Weiss,T05,005,+333 88 1 79465,+333 88 1 75465,+333 88 1 77465
